;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 04/12/2013 8:55:45 SA
;----------------------------------------------

;Address Opcode 	ASM
0x0F8E	0xF028C44C  	MOVFF       main_temp_L0, _mode
;soundrec.c,382 :: 		}
L_main42:
L_main41:
L_main30:
;soundrec.c,385 :: 		}
0x0F92	0xD597      	BRA         L_main6
;soundrec.c,387 :: 		}
L_end_main:
0x0F94	0xD7FF      	BRA         $+0
; end of _main
0x0FFE	0xF01BEE10  	LFSR        1, 27
0x1002	0x0E0C      	MOVLW       12
0x1004	0x6E00      	MOVWF       R0 
0x1006	0x0E01      	MOVLW       1
0x1008	0x6E01      	MOVWF       R1 
0x100A	0x0EC0      	MOVLW       192
0x100C	0x6EF6      	MOVWF       4086 
0x100E	0x0E0F      	MOVLW       15
0x1010	0x6EF7      	MOVWF       TBLPTRH 
0x1012	0x0E00      	MOVLW       0
0x1014	0x6EF8      	MOVWF       TBLPTRU 
0x1016	0xF002EC84  	CALL        1288, 0
0x101A	0x0012      	RETURN      0
;soundrec.c,27 :: _lcd_welcome
0x0F96	0x4F56 ;_lcd_welcome+0
0x0F98	0x4349 ;_lcd_welcome+2
0x0F9A	0x2045 ;_lcd_welcome+4
0x0F9C	0x4552 ;_lcd_welcome+6
0x0F9E	0x4F43 ;_lcd_welcome+8
0x0FA0	0x4452 ;_lcd_welcome+10
0x0FA2	0x5245 ;_lcd_welcome+12
0x0FA4	0x00 ;_lcd_welcome+14
; end of _lcd_welcome
;soundrec.c,30 :: _lcd_sampleRate
0x0FA5	0x203E ;_lcd_sampleRate+0
0x0FA7	0x6153 ;_lcd_sampleRate+2
0x0FA9	0x706D ;_lcd_sampleRate+4
0x0FAB	0x656C ;_lcd_sampleRate+6
0x0FAD	0x5220 ;_lcd_sampleRate+8
0x0FAF	0x7461 ;_lcd_sampleRate+10
0x0FB1	0x0065 ;_lcd_sampleRate+12
; end of _lcd_sampleRate
;soundrec.c,31 :: _lcd_writing
0x0FB3	0x6552 ;_lcd_writing+0
0x0FB5	0x6F63 ;_lcd_writing+2
0x0FB7	0x6472 ;_lcd_writing+4
0x0FB9	0x6E69 ;_lcd_writing+6
0x0FBB	0x2E67 ;_lcd_writing+8
0x0FBD	0x2E2E ;_lcd_writing+10
0x0FBF	0x00 ;_lcd_writing+12
; end of _lcd_writing
;soundrec.c,0 :: ?ICSsoundrec_timerL
0x0FC0	0xC7 ;?ICSsoundrec_timerL+0
; end of ?ICSsoundrec_timerL
;__Lib_Mmc.c,0 :: ?ICS__Lib_Mmc_cardType
0x0FC1	0x00 ;?ICS__Lib_Mmc_cardType+0
; end of ?ICS__Lib_Mmc_cardType
;soundrec.c,0 :: ?ICS?lstr1_soundrec
0x0FC2	0x0045 ;?ICS?lstr1_soundrec+0
; end of ?ICS?lstr1_soundrec
;soundrec.c,0 :: ?ICS?lstr4_soundrec
0x0FC4	0x0045 ;?ICS?lstr4_soundrec+0
; end of ?ICS?lstr4_soundrec
;soundrec.c,0 :: ?ICS?lstr3_soundrec
0x0FC6	0x0045 ;?ICS?lstr3_soundrec+0
; end of ?ICS?lstr3_soundrec
;soundrec.c,0 :: ?ICS?lstr2_soundrec
0x0FC8	0x0045 ;?ICS?lstr2_soundrec+0
; end of ?ICS?lstr2_soundrec
;soundrec.c,0 :: ?ICSsoundrec_samplingRate
0x0FCA	0x00 ;?ICSsoundrec_samplingRate+0
; end of ?ICSsoundrec_samplingRate
;soundrec.c,0 :: ?ICSsoundrec_timerH
0x0FCB	0xFE ;?ICSsoundrec_timerH+0
; end of ?ICSsoundrec_timerH
;soundrec.c,34 :: _lcd_playing
0x0FCC	0x6C50 ;_lcd_playing+0
0x0FCE	0x7961 ;_lcd_playing+2
0x0FD0	0x6E69 ;_lcd_playing+4
0x0FD2	0x2E67 ;_lcd_playing+6
0x0FD4	0x2E2E ;_lcd_playing+8
0x0FD6	0x00 ;_lcd_playing+10
; end of _lcd_playing
;soundrec.c,28 :: _lcd_record
0x0FD7	0x203E ;_lcd_record+0
0x0FD9	0x6552 ;_lcd_record+2
0x0FDB	0x6F63 ;_lcd_record+4
0x0FDD	0x6472 ;_lcd_record+6
0x0FDF	0x00 ;_lcd_record+8
; end of _lcd_record
;soundrec.c,35 :: _lcd_s_16khz
0x0FE0	0x203E ;_lcd_s_16khz+0
0x0FE2	0x3631 ;_lcd_s_16khz+2
0x0FE4	0x684B ;_lcd_s_16khz+4
0x0FE6	0x007A ;_lcd_s_16khz+6
; end of _lcd_s_16khz
;soundrec.c,29 :: _lcd_play
0x0FE8	0x203E ;_lcd_play+0
0x0FEA	0x6C50 ;_lcd_play+2
0x0FEC	0x7961 ;_lcd_play+4
0x0FEE	0x00 ;_lcd_play+6
; end of _lcd_play
;soundrec.c,37 :: _lcd_saved
0x0FEF	0x6153 ;_lcd_saved+0
0x0FF1	0x6576 ;_lcd_saved+2
0x0FF3	0x2164 ;_lcd_saved+4
0x0FF5	0x00 ;_lcd_saved+6
; end of _lcd_saved
;soundrec.c,36 :: _lcd_s_8khz
0x0FF6	0x203E ;_lcd_s_8khz+0
0x0FF8	0x6B38 ;_lcd_s_8khz+2
0x0FFA	0x7A68 ;_lcd_s_8khz+4
0x0FFC	0x00 ;_lcd_s_8khz+6
; end of _lcd_s_8khz
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0008     [274]    _interrupt
0x011A      [18]    _SPI1_Read
0x012C      [10]    _Delay_50us
0x0136      [12]    _Delay_1us
0x0142      [22]    _Delay_5500us
0x0158      [24]    _____DoIFC
0x0170       [4]    __Lib_Mmc_Mmc_Select
0x0174     [126]    _Lcd_Cmd
0x01F2      [26]    __Lib_Mmc_Mmc_DeSelect
0x020C     [210]    __Lib_Mmc_Mmc_Send_Command
0x02DE      [12]    _Lcd_Chr_CP
0x02EA     [334]    __Lib_Mmc_Mmc_UnIdle
0x0438     [126]    _Lcd_Out
0x04B6      [82]    _codeToRam
0x0508      [16]    ___CC2DW
0x0518      [12]    _adcInit
0x0524     [150]    _Lcd_Init
0x05BA      [88]    _SPI1_Init_Advanced
0x0612     [324]    _Mmc_Init
0x0756      [44]    _timer1Config
0x0782     [264]    _Mmc_Read_Sector
0x088A     [404]    _Mmc_Write_Sector
0x0A1E    [1400]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    R0
0x0000       [1]    UART1_Init_tmp_L0
0x0000       [1]    SPI1_Write_tmp_L0
0x0001       [1]    UART1_Read___tmp_UART1_Read_L0
0x0001       [1]    R1
0x0002       [2]    memset_pp_L0
0x0002       [2]    strlen_cp_L0
0x0002       [2]    memcpy_dd_L0
0x0002       [2]    memchr_s_L0
0x0002       [1]    R2
0x0003       [2]    memmove_tt_L0
0x0003       [2]    Ltrim_original_L0
0x0003       [1]    R3
0x0003       [1]    codeToRam_i_L0
0x0004       [2]    strcpy_cp_L0
0x0004       [2]    strcat_cp_L0
0x0004       [2]    memcpy_ss_L0
0x0004       [2]    strncpy_cp_L0
0x0004       [2]    strncat_cp_L0
0x0004       [1]    R4
0x0005       [1]    R5
0x0005       [2]    LongWordToHex_input_half_L0
0x0005       [2]    memmove_ff_L0
0x0005       [2]    LongIntToHex_input_half_L0
0x0005       [2]    Ltrim_p_L0
0x0006       [1]    R6
0x0007       [1]    R7
0x0008       [1]    R8
0x0009       [1]    R9
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x001B       [1]    soundrec_timerL
0x001C       [1]    __Lib_Mmc_cardType
0x001D       [2]    ?lstr1_soundrec
0x001F       [2]    ?lstr4_soundrec
0x0021       [2]    ?lstr3_soundrec
0x0023       [2]    ?lstr2_soundrec
0x0025       [1]    soundrec_samplingRate
0x0026       [1]    soundrec_timerH
0x0027       [1]    _adcResult
0x0028       [1]    _mode
0x0029       [1]    _bufferFull
0x002A       [2]    soundrec_ptr
0x002C      [15]    codeToRam_txt_L0
0x003B       [4]    _SPI_Rd_Ptr
0x003F       [2]    soundrec_ptrIndex
0x0041       [0]    __Lib_Lcd_cmd_status
0x0042       [4]    _SPI_Wr_Ptr
0x0046       [1]    _currentBuffer
0x0047     [512]    _buffer0
0x0247     [512]    _buffer1
0x0447       [1]    main_lastMode_L0
0x0448       [4]    main_sectorIndex_L0
0x044C       [1]    main_temp_L0
0x044D       [1]    FARG_SPI1_Init_Advanced_master
0x044D       [4]    FARG_Mmc_Read_Sector_sector
0x044D       [3]    FARG_codeToRam_ctxt
0x044D       [2]    Mmc_Init_cnt_L0
0x044D       [4]    FARG_Mmc_Write_Sector_sector
0x044D       [1]    FARG_Lcd_Out_row
0x044E       [1]    FARG_SPI1_Init_Advanced_data_sample
0x044E       [1]    FARG_Lcd_Out_column
0x044F       [2]    FARG_Lcd_Out_text
0x044F       [1]    FARG_SPI1_Init_Advanced_clock_idle
0x044F       [1]    Mmc_Init_response_L0
0x0450       [1]    FARG_SPI1_Init_Advanced_transmit_edge
0x0451       [2]    FARG_Mmc_Read_Sector_dbuff
0x0451       [1]    Lcd_Out_i_L0
0x0451       [2]    FARG_Mmc_Write_Sector_dbuff
0x0453       [2]    Mmc_Read_Sector_i_L0
0x0453       [2]    Mmc_Write_Sector_i_L0
0x0455       [4]    Mmc_Read_Sector_byte_start_L0
0x0455       [4]    Mmc_Write_Sector_byte_start_L0
0x0459       [2]    FLOC__Mmc_Read_Sector
0x045B       [1]    FARG___Lib_Mmc_Mmc_UnIdle_ctype
0x045B       [1]    FARG_Lcd_Chr_CP_out_char
0x045C       [2]    __Lib_Mmc_Mmc_UnIdle_cnt_L0
0x045E       [1]    __Lib_Mmc_Mmc_UnIdle_response_L0
0x045F       [1]    __Lib_Mmc_Mmc_UnIdle_response2_L0
0x0460       [1]    FARG_Lcd_Cmd_out_char
0x0460       [1]    FARG___Lib_Mmc_Mmc_Send_Command_partial_cmm
0x0461       [4]    FARG___Lib_Mmc_Mmc_Send_Command_content
0x0465       [1]    FARG___Lib_Mmc_Mmc_Send_Command_crc
0x0466       [1]    __Lib_Mmc_Mmc_Send_Command_response_L0
0x0467       [2]    __Lib_Mmc_Mmc_Send_Command_timeout_L0
0x0469       [1]    FARG_SPI1_Read_buffer
0x0F81       [0]    RB6_bit
0x0F81       [0]    RB5_bit
0x0F81       [0]    RB4_bit
0x0F81       [0]    RB7_bit
0x0F81       [0]    LCD_EN
0x0F81       [0]    LCD_RS
0x0F81       [0]    RB3_bit
0x0F81       [0]    RB0_bit
0x0F81       [0]    RB2_bit
0x0F81       [0]    RB1_bit
0x0F81       [0]    LCD_D4
0x0F81       [0]    LCD_D7
0x0F81       [0]    LCD_D6
0x0F81       [0]    LCD_D5
0x0F8B       [1]    LATC
0x0F8B       [0]    Mmc_Chip_Select
0x0F8B       [0]    LATC2_bit
0x0F8C       [1]    LATD
0x0F93       [0]    LCD_D5_Direction
0x0F93       [0]    LCD_D6_Direction
0x0F93       [0]    LCD_D4_Direction
0x0F93       [1]    TRISB
0x0F93       [0]    LCD_D7_Direction
0x0F93       [0]    LCD_EN_Direction
0x0F93       [0]    TRISB4_bit
0x0F93       [0]    TRISB3_bit
0x0F93       [0]    TRISB6_bit
0x0F93       [0]    TRISB5_bit
0x0F93       [0]    TRISB7_bit
0x0F93       [0]    LCD_RS_Direction
0x0F93       [0]    TRISB2_bit
0x0F94       [1]    TRISC
0x0F94       [0]    Mmc_Chip_Select_Direction
0x0F94       [0]    TRISC5_bit
0x0F94       [0]    TRISC4_bit
0x0F94       [0]    TRISC3_bit
0x0F94       [0]    TRISC2_bit
0x0F95       [1]    TRISD
0x0F9D       [1]    PIE1
0x0F9E       [1]    PIR1
0x0FC0       [1]    ADCON2
0x0FC1       [1]    ADCON1
0x0FC2       [0]    GO_bit
0x0FC2       [1]    ADCON0
0x0FC4       [1]    ADRESH
0x0FC6       [1]    SSPCON1
0x0FC7       [1]    SSPSTAT
0x0FC9       [1]    SSPBUF
0x0FCD       [1]    T1CON
0x0FCE       [1]    TMR1L
0x0FCF       [1]    TMR1H
0x0FD8       [1]    STATUS
0x0FD9       [1]    FSR2L
0x0FDA       [1]    FSR2H
0x0FDE       [1]    POSTINC2
0x0FE0       [1]    BSR
0x0FE1       [1]    FSR1L
0x0FE1       [2]    FSR1
0x0FE2       [1]    FSR1H
0x0FE4       [1]    PREINC1
0x0FE6       [1]    POSTINC1
0x0FE7       [1]    INDF1
0x0FE8       [1]    WREG
0x0FE9       [1]    FSR0L
0x0FEA       [1]    FSR0H
0x0FEE       [1]    POSTINC0
0x0FF1       [1]    INTCON2
0x0FF2       [1]    INTCON
0x0FF3       [1]    PRODL
0x0FF4       [1]    PRODH
0x0FF5       [1]    TABLAT
0x0FF6       [1]    TBLPTRL
0x0FF7       [1]    TBLPTRH
0x0FF8       [1]    TBLPTRU
0x0FFD       [1]    TOSL
0x0FFE       [1]    TOSH
0x0FFF       [1]    TOSU
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x0F96      [15]    _lcd_welcome
0x0FA5      [14]    _lcd_sampleRate
0x0FB3      [13]    _lcd_writing
0x0FC0       [1]    ?ICSsoundrec_timerL
0x0FC1       [1]    ?ICS__Lib_Mmc_cardType
0x0FC2       [2]    ?ICS?lstr1_soundrec
0x0FC4       [2]    ?ICS?lstr4_soundrec
0x0FC6       [2]    ?ICS?lstr3_soundrec
0x0FC8       [2]    ?ICS?lstr2_soundrec
0x0FCA       [1]    ?ICSsoundrec_samplingRate
0x0FCB       [1]    ?ICSsoundrec_timerH
0x0FCC      [11]    _lcd_playing
0x0FD7       [9]    _lcd_record
0x0FE0       [8]    _lcd_s_16khz
0x0FE8       [7]    _lcd_play
0x0FEF       [7]    _lcd_saved
0x0FF6       [7]    _lcd_s_8khz
//** Label List: ** 
//----------------------------------------------
  L_adcRead0
  L_adcRead1
  L_end_adcRead
  _adcRead
  L_end_adcInit
  _adcInit
  L_codeToRam0
  L_codeToRam1
  L_codeToRam2
  L_main3
  L_main4
  L_main5
  L_main6
  L_main7
  L_main8
  L_main9
  L_main10
  L_main11
  L_main12
  L_main13
  L_main14
  L_main15
  L_main16
  L_main17
  L_main18
  L_main19
  L_main20
  L_main21
  L_main22
  L_main23
  L_main24
  L_main25
  L_main26
  L_main27
  L_main28
  L_main29
  L_main30
  L_main31
  L_main32
  L_main33
  L_main34
  L_main35
  L_main36
  L_main37
  L_main38
  L_main39
  L_main40
  L_main41
  L_main42
  L_main43
  L_main44
  L_main45
  L_main46
  L_main47
  L_main48
  L_main49
  L_main50
  L_main51
  L_main52
  L_main53
  L_main54
  L_interrupt55
  L_interrupt56
  L_interrupt57
  L_interrupt58
  L_interrupt59
  L_interrupt60
  L_interrupt61
  L_interrupt62
  L_interrupt63
  L_interrupt64
  L_timer1Config65
  L_timer1Config66
  L_timer1Config67
  L_end_codeToRam
  _codeToRam
  L_end_main
  _main
  L_end_interrupt
  _interrupt
  L__interrupt71
  L__interrupt72
  L__interrupt73
  L_end_timer1Config
  _timer1Config
  L_Delay_10us0
  L_Delay_22us1
  L_Delay_50us2
  L_Delay_80us3
  L_Delay_500us4
  L_Delay_5500us5
  L_Delay_1ms6
  L_Delay_5ms7
  L_Delay_8ms8
  L_Delay_100ms9
  L_Delay_10ms10
  L_Delay_1sec11
  L____Boot_Delay4k12
  L____Boot_Delay8k13
  L____Boot_Delay12k14
  L____Boot_Delay16k15
  L____Boot_Delay24k16
  L____Boot_Delay32k17
  L____Boot_Delay48k18
  L____Boot_Delay64k19
  L____Boot_Delay128k20
  L_Delay_Cyc21
  L_Delay_Cyc22
  L_VDelay_ms23
  L_VDelay_ms24
  L_VDelay_ms25
  L_VDelay_Advanced_ms26
  L_VDelay_Advanced_ms27
  L_VDelay_Advanced_ms28
  L_end_Get_Fosc_kHz
  _Get_Fosc_kHz
  L_end_Delay_1us
  _Delay_1us
  L_end_Delay_10us
  _Delay_10us
  L_end_Delay_22us
  _Delay_22us
  L_end_Delay_50us
  _Delay_50us
  L_end_Delay_80us
  _Delay_80us
  L_end_Delay_500us
  _Delay_500us
  L_end_Delay_5500us
  _Delay_5500us
  L_end_Delay_1ms
  _Delay_1ms
  L_end_Delay_5ms
  _Delay_5ms
  L_end_Delay_8ms
  _Delay_8ms
  L_end_Delay_100ms
  _Delay_100ms
  L_end_Delay_10ms
  _Delay_10ms
  L_end_Delay_1sec
  _Delay_1sec
  L_end____Boot_Delay4k
  ____Boot_Delay4k
  L_end____Boot_Delay8k
  ____Boot_Delay8k
  L_end____Boot_Delay12k
  ____Boot_Delay12k
  L_end____Boot_Delay16k
  ____Boot_Delay16k
  L_end____Boot_Delay24k
  ____Boot_Delay24k
  L_end____Boot_Delay32k
  ____Boot_Delay32k
  L_end____Boot_Delay48k
  ____Boot_Delay48k
  L_end____Boot_Delay64k
  ____Boot_Delay64k
  L_end____Boot_Delay128k
  ____Boot_Delay128k
  L_end_Delay_Cyc
  _Delay_Cyc
  L_end_VDelay_ms
  _VDelay_ms
  L__VDelay_ms54
  L__VDelay_ms55
  L__VDelay_ms56
  L_end_VDelay_Advanced_ms
  _VDelay_Advanced_ms
  L__VDelay_Advanced_ms58
  L__VDelay_Advanced_ms59
  L__VDelay_Advanced_ms60
  L_Lcd_Cmd0
  L_Lcd_Cmd1
  L_Lcd_Out_CP2
  L_Lcd_Out_CP3
  L_Lcd_Chr4
  L_Lcd_Chr5
  L_Lcd_Chr6
  L_Lcd_Chr7
  L_Lcd_Chr8
  L_Lcd_Chr9
  L_Lcd_Chr10
  L_Lcd_Out11
  L_Lcd_Out12
  L_Lcd_Out13
  L_Lcd_Out14
  L_Lcd_Out15
  L_Lcd_Out16
  L_Lcd_Out17
  L_Lcd_Out18
  L_Lcd_Out19
  L_end_Lcd_Cmd
  _Lcd_Cmd
  L__Lcd_Cmd21
  L__Lcd_Cmd22
  L__Lcd_Cmd23
  L__Lcd_Cmd24
  L__Lcd_Cmd25
  L__Lcd_Cmd26
  L__Lcd_Cmd27
  L__Lcd_Cmd28
  L__Lcd_Cmd29
  L__Lcd_Cmd30
  L__Lcd_Cmd31
  L__Lcd_Cmd32
  L__Lcd_Cmd33
  L__Lcd_Cmd34
  L__Lcd_Cmd35
  L__Lcd_Cmd36
  L__Lcd_Cmd37
  L__Lcd_Cmd38
  L__Lcd_Cmd39
  L__Lcd_Cmd40
  L_end_Lcd_Chr_CP
  _Lcd_Chr_CP
  L_end_Lcd_Out_CP
  _Lcd_Out_CP
  L_end_Lcd_Chr
  _Lcd_Chr
  L_end_Lcd_Init
  _Lcd_Init
  L_end_Lcd_Out
  _Lcd_Out
  L___Lib_Mmc_Mmc_Send_Command0
  L___Lib_Mmc_Mmc_Send_Command1
  L___Lib_Mmc_Mmc_Send_Command2
  L___Lib_Mmc_Mmc_Send_Command3
  L___Lib_Mmc_Mmc_Send_Command4
  L___Lib_Mmc_Mmc_UnIdle5
  L___Lib_Mmc_Mmc_UnIdle6
  L___Lib_Mmc_Mmc_UnIdle7
  L___Lib_Mmc_Mmc_UnIdle8
  L___Lib_Mmc_Mmc_UnIdle9
  L___Lib_Mmc_Mmc_UnIdle10
  L___Lib_Mmc_Mmc_UnIdle11
  L___Lib_Mmc_Mmc_UnIdle12
  L___Lib_Mmc_Mmc_UnIdle13
  L___Lib_Mmc_Mmc_UnIdle14
  L___Lib_Mmc_Mmc_UnIdle15
  L___Lib_Mmc_Mmc_UnIdle16
  L___Lib_Mmc_Mmc_UnIdle17
  L___Lib_Mmc_Mmc_UnIdle18
  L_Mmc_Init19
  L_Mmc_Init20
  L_Mmc_Init21
  L_Mmc_Init22
  L_Mmc_Init23
  L_Mmc_Init24
  L_Mmc_Init25
  L_Mmc_Init26
  L_Mmc_Init27
  L_Mmc_Init28
  L_Mmc_Read_Sector29
  L_Mmc_Read_Sector30
  L_Mmc_Read_Sector31
  L_Mmc_Read_Sector32
  L_Mmc_Read_Sector33
  L_Mmc_Read_Sector34
  L_Mmc_Read_Sector35
  L_Mmc_Read_Sector36
  L_Mmc_Write_Sector37
  L_Mmc_Write_Sector38
  L_Mmc_Write_Sector39
  L_Mmc_Write_Sector40
  L_Mmc_Write_Sector41
  L_Mmc_Write_Sector42
  L_Mmc_Write_Sector43
  L_Mmc_Write_Sector44
  L_Mmc_Write_Sector45
  L_Mmc_Read_Cid46
  L_Mmc_Read_Cid47
  L_Mmc_Read_Cid48
  L_Mmc_Read_Cid49
  L_Mmc_Read_Cid50
  L_Mmc_Read_Cid51
  L_Mmc_Read_Csd52
  L_Mmc_Read_Csd53
  L_Mmc_Read_Csd54
  L_Mmc_Read_Csd55
  L_Mmc_Read_Csd56
  L_Mmc_Read_Csd57
  L___Lib_Mmc_Mmc_Wait_Data_Ready58
  L___Lib_Mmc_Mmc_Wait_Data_Ready59
  L_Mmc_Multi_Read_Start60
  L_Mmc_Multi_Read_Start61
  L_Mmc_Multi_Read_Start62
  L_Mmc_Multi_Read_Sector63
  L_Mmc_Multi_Read_Sector64
  L_Mmc_Multi_Read_Sector65
  L_Mmc_Multi_Read_Stop66
  L_Mmc_Multi_Read_Stop67
  L_Mmc_Multi_Read_Stop68
  L_Mmc_Multi_Read_Stop69
  L_Mmc_Multi_Read_Stop70
  L_Mmc_Multi_Read_Stop71
  L_Mmc_Multi_Read_Stop72
  L_Mmc_Multi_Read_Stop73
  L_Mmc_Multi_Read_Stop74
  L___Lib_Mmc_Mmc_Send_Command75
  L__Mmc_Multi_Read_Stop76
  L_end_Mmc_Select
  __Lib_Mmc_Mmc_Select
  L_end_Mmc_DeSelect
  __Lib_Mmc_Mmc_DeSelect
  L_end_Mmc_Send_Command
  __Lib_Mmc_Mmc_Send_Command
  L___Lib_Mmc_Mmc_Send_Command80
  L_end_Mmc_UnIdle
  __Lib_Mmc_Mmc_UnIdle
  L___Lib_Mmc_Mmc_UnIdle82
  L___Lib_Mmc_Mmc_UnIdle83
  L___Lib_Mmc_Mmc_UnIdle84
  L_end_Mmc_Init
  _Mmc_Init
  L__Mmc_Init86
  L__Mmc_Init87
  L__Mmc_Init88
  L_end_Mmc_Read_Sector
  _Mmc_Read_Sector
  L__Mmc_Read_Sector90
  L__Mmc_Read_Sector91
  L__Mmc_Read_Sector92
  L__Mmc_Read_Sector93
  L_end_Mmc_Write_Sector
  _Mmc_Write_Sector
  L__Mmc_Write_Sector95
  L__Mmc_Write_Sector96
  L__Mmc_Write_Sector97
  L__Mmc_Write_Sector98
  L__Mmc_Write_Sector99
  L_end_Mmc_Read_Cid
  _Mmc_Read_Cid
  L_end_Mmc_Read_Csd
  _Mmc_Read_Csd
  L_end_Mmc_Wait_Data_Ready
  __Lib_Mmc_Mmc_Wait_Data_Ready
  L_end_Mmc_Multi_Read_Start
  _Mmc_Multi_Read_Start
  L__Mmc_Multi_Read_Start104
  L__Mmc_Multi_Read_Start105
  L__Mmc_Multi_Read_Start106
  L_end_Mmc_Multi_Read_Sector
  _Mmc_Multi_Read_Sector
  L__Mmc_Multi_Read_Sector108
  L_end_Mmc_Multi_Read_Stop
  _Mmc_Multi_Read_Stop
  L__Mmc_Multi_Read_Stop110
  L_SPI1_Init_Advanced0
  L_SPI1_Init_Advanced1
  L_SPI1_Init_Advanced2
  L_SPI1_Init_Advanced3
  L_SPI1_Init_Advanced4
  L_SPI1_Init_Advanced5
  L_SPI1_Read6
  L_SPI1_Read7
  L_SPI1_Write8
  L_SPI1_Write9
  L_end_SPI1_Init
  _SPI1_Init
  L_end_SPI1_Init_Advanced
  _SPI1_Init_Advanced
  L_end_SPI1_Read
  _SPI1_Read
  L_end_SPI1_Write
  _SPI1_Write
  L_end_SPI_Set_Active
  _SPI_Set_Active
  L_end_SPI_Read
  _SPI_Read
  L_end_SPI_Write
  _SPI_Write
  _CC2D_Loop1
  _CC2DL_Loop1
  L_loopCA2AWs
  L_loopCCA2AWs
  L_loopCS2Ss
  L_CS2Send
  L_loopCCS2Ss
  L_CCS2Send
  L_loopFZinSWs
  L_longjmp7
  L_end___CC2D
  ___CC2D
  L_end___CC2DW
  ___CC2DW
  L_end___CA2AW
  ___CA2AW
  L_end___CCA2AW
  ___CCA2AW
  L_end___CS2S
  ___CS2S
  L_end___CCS2S
  ___CCS2S
  L_end___FZinS
  ___FZinS
  L_end_____DoIFC
  _____DoIFC
  L_end_Swap
  _Swap
  L_end_setjmp
  _setjmp
  L_end_longjmp
  _longjmp
  L_codeToRam0
  L_codeToRam1
  L_codeToRam2
  L_main3
  L_main4
  L_main5
  L_main6
  L_main7
  L_main8
  L_main9
  L_main10
  L_main11
  L_main12
  L_main13
  L_main14
  L_main15
  L_main16
  L_main17
  L_main18
  L_main19
  L_main20
  L_main21
  L_main22
  L_main23
  L_main24
  L_main25
  L_main26
  L_main27
  L_main28
  L_main29
  L_main30
  L_main31
  L_main32
  L_main33
  L_main34
  L_main35
  L_main36
  L_main37
  L_main38
  L_main39
  L_main40
  L_main41
  L_main42
  L_main43
  L_main44
  L_main45
  L_main46
  L_main47
  L_main48
  L_main49
  L_main50
  L_main51
  L_main52
  L_main53
  L_main54
  L_interrupt55
  L_interrupt56
  L_interrupt57
  L_interrupt58
  L_interrupt59
  L_interrupt60
  L_interrupt61
  L_interrupt62
  L_interrupt63
  L_interrupt64
  L_timer1Config65
  L_timer1Config66
  L_timer1Config67
  L_end_codeToRam
  _codeToRam
  L_end_main
  _main
  L_end_interrupt
  _interrupt
  L__interrupt71
  L__interrupt72
  L__interrupt73
  L_end_timer1Config
  _timer1Config
